"palabra"	"sentimiento"	"lexicon"	"valor"
"seriedad"	NA	"syuzhet"	0.75
"serio"	NA	"syuzhet"	-0.25
"sermón"	NA	"syuzhet"	0.1
"sermonear"	NA	"syuzhet"	-0.25
"serpenteado"	NA	"syuzhet"	0.25
"serpenteante"	NA	"syuzhet"	0.25
"serpentear"	NA	"syuzhet"	0.25
"serpiente"	NA	"syuzhet"	-0.25
"serrado"	NA	"syuzhet"	-0.4
"servicial"	NA	"syuzhet"	0.75
"servidumbre"	NA	"syuzhet"	-0.75
"servil"	NA	"syuzhet"	-0.5
"servilmente"	NA	"syuzhet"	-0.25
"sesgar"	NA	"syuzhet"	-1
"sesgo"	NA	"syuzhet"	-1
"seso"	NA	"syuzhet"	0.6
"sesos"	NA	"syuzhet"	0.6
"sesudamente"	NA	"syuzhet"	0.5
"severamente"	NA	"syuzhet"	-0.6
"severo"	NA	"syuzhet"	-0.75
"sexismo"	NA	"syuzhet"	-1
"sexista"	NA	"syuzhet"	-1
"sexo"	NA	"syuzhet"	0.1
"sexualmente"	NA	"syuzhet"	0.25
"sexy"	NA	"syuzhet"	0.75
"sí"	NA	"syuzhet"	0.8
"siesta"	NA	"syuzhet"	0.1
"sietemesino"	NA	"syuzhet"	-0.5
"sigilo"	NA	"syuzhet"	-0.25
"sigiloso"	NA	"syuzhet"	-0.25
"significado"	NA	"syuzhet"	0.5
"significativo"	NA	"syuzhet"	0.5
"silbido"	NA	"syuzhet"	-0.5
"silbido"	NA	"syuzhet"	-0.5
"silenciamiento"	NA	"syuzhet"	-0.5
"simbólicamente"	NA	"syuzhet"	0.4
"simbólico"	NA	"syuzhet"	0.4
"simetría"	NA	"syuzhet"	0.1
"simétrico"	NA	"syuzhet"	0.1
"simpatía"	NA	"syuzhet"	0.25
"simpático"	NA	"syuzhet"	1
"simplificación"	NA	"syuzhet"	-0.5
"simplificada"	NA	"syuzhet"	-0.5
"simplificar"	NA	"syuzhet"	-0.25
"simplista"	NA	"syuzhet"	0.4
"sincera"	NA	"syuzhet"	1
"sinceramente"	NA	"syuzhet"	0.5
"sincerar"	NA	"syuzhet"	1
"sincerarse"	NA	"syuzhet"	1
"sinceridad"	NA	"syuzhet"	1
"sincero"	NA	"syuzhet"	0.6
"sincronizar"	NA	"syuzhet"	0.25
"síndrome"	NA	"syuzhet"	-0.5
"siniestramente"	NA	"syuzhet"	-1
"siniestro"	NA	"syuzhet"	-0.75
"sinsentido"	NA	"syuzhet"	-0.75
"síntoma"	NA	"syuzhet"	-0.5
"sinuosamente"	NA	"syuzhet"	-1
"sinvergonzonería"	NA	"syuzhet"	-0.5
"sinvergüenza"	NA	"syuzhet"	-1
"sirena"	NA	"syuzhet"	-0.25
"sirvienta"	NA	"syuzhet"	-1
"sisar"	NA	"syuzhet"	-0.5
"siseado"	NA	"syuzhet"	-0.5
"sísmico"	NA	"syuzhet"	-0.4
"sitiar"	NA	"syuzhet"	-0.6
"snob"	NA	"syuzhet"	-0.5
"soberbia"	NA	"syuzhet"	-0.5
"soborno"	NA	"syuzhet"	-0.75
"sobreactuación"	NA	"syuzhet"	-0.25
"sobreactuar"	NA	"syuzhet"	-0.25
"sobrecarga"	NA	"syuzhet"	-0.25
"sobrecargado"	NA	"syuzhet"	-0.25
"sobrecargar"	NA	"syuzhet"	-1
"sobrecargo"	NA	"syuzhet"	0.1
"sobredosis"	NA	"syuzhet"	-0.5
"sobrehumano"	NA	"syuzhet"	0.5
"sobrenatural"	NA	"syuzhet"	-0.4
"sobrepasar"	NA	"syuzhet"	0.4
"sobresalido"	NA	"syuzhet"	0.8
"sobresaliente"	NA	"syuzhet"	1
"sobresalientemente"	NA	"syuzhet"	1
"sobresalir"	NA	"syuzhet"	0.75
"sobrestimar"	NA	"syuzhet"	-0.25
"sobrestimar"	NA	"syuzhet"	-0.25
"sobrevalorar"	NA	"syuzhet"	-0.25
"sobreviviente"	NA	"syuzhet"	0.5
"sobrevivió"	NA	"syuzhet"	0.4
"sobrevivir"	NA	"syuzhet"	0.8
"socavar"	NA	"syuzhet"	-0.4
"sociable"	NA	"syuzhet"	0.5
"socialidad"	NA	"syuzhet"	0.25
"socialista"	NA	"syuzhet"	0.1
"sociópata"	NA	"syuzhet"	-1
"sofisticado"	NA	"syuzhet"	0.75
"sofocación"	NA	"syuzhet"	-0.25
"sofocante"	NA	"syuzhet"	-0.5
"sofocar"	NA	"syuzhet"	-0.5
"sofoco"	NA	"syuzhet"	-0.75
"sojuzgar"	NA	"syuzhet"	-0.5
"sol"	NA	"syuzhet"	0.6
"solado"	NA	"syuzhet"	-0.25
"soleado"	NA	"syuzhet"	0.6
"soledad"	NA	"syuzhet"	-0.5
"solemne"	NA	"syuzhet"	-0.25
"solemnidad"	NA	"syuzhet"	-0.25
"solícito"	NA	"syuzhet"	0.5
"solicitud"	NA	"syuzhet"	0.25
"sólidamente"	NA	"syuzhet"	0.25
"solidaridad"	NA	"syuzhet"	0.5
"solidificación"	NA	"syuzhet"	0.25
"sólido"	NA	"syuzhet"	0.25
"solitario"	NA	"syuzhet"	-0.5
"sollozar"	NA	"syuzhet"	-1
"sollozo"	NA	"syuzhet"	-0.5
"solo"	NA	"syuzhet"	-0.6
"soltero"	NA	"syuzhet"	0.6
"solterón"	NA	"syuzhet"	-0.5
"solterona"	NA	"syuzhet"	-0.5
"solución"	NA	"syuzhet"	0.5
"solvencia"	NA	"syuzhet"	0.25
"sombreado"	NA	"syuzhet"	0.1
"sombrío"	NA	"syuzhet"	-1
"someter"	NA	"syuzhet"	-0.5
"sometido"	NA	"syuzhet"	-0.5
"somnolencia"	NA	"syuzhet"	-0.25
"somorgujo"	NA	"syuzhet"	-0.25
"sonajero"	NA	"syuzhet"	-0.25
"sonar"	NA	"syuzhet"	-0.25
"sonoro"	NA	"syuzhet"	-0.25
"sonreír"	NA	"syuzhet"	0.75
"sonriente"	NA	"syuzhet"	0.75
"sonrisa"	NA	"syuzhet"	0.5
"sonrisas"	NA	"syuzhet"	0.8
"sonrojar"	NA	"syuzhet"	0.6
"sonrojarse"	NA	"syuzhet"	0.6
"sonrojo"	NA	"syuzhet"	0.6
"soñador"	NA	"syuzhet"	1
"soplagaita"	NA	"syuzhet"	-1
"soplagaitas"	NA	"syuzhet"	-1
"soplar"	NA	"syuzhet"	-0.4
"soplo"	NA	"syuzhet"	-0.5
"soplón"	NA	"syuzhet"	-0.5
"soportar"	NA	"syuzhet"	0.25
"soporte"	NA	"syuzhet"	0.75
"sordera"	NA	"syuzhet"	-0.4
"sordidez"	NA	"syuzhet"	-0.6
"sórdido"	NA	"syuzhet"	-0.8
"sordo"	NA	"syuzhet"	-0.5
"sorprende"	NA	"syuzhet"	0.5
"sorprendente"	NA	"syuzhet"	0.5
"sorprendentemente"	NA	"syuzhet"	-0.5
"sorprender"	NA	"syuzhet"	-0.6
"sorpresa"	NA	"syuzhet"	0.6
"sosegado"	NA	"syuzhet"	1
"soslayo"	NA	"syuzhet"	-0.25
"sospecha"	NA	"syuzhet"	-0.6
"sospechar"	NA	"syuzhet"	-0.75
"sospechoso"	NA	"syuzhet"	-0.6
"sostener"	NA	"syuzhet"	0.6
"sostenibilidad"	NA	"syuzhet"	1
"sostenible"	NA	"syuzhet"	1
"suave"	NA	"syuzhet"	0.6
"suavemente"	NA	"syuzhet"	0.6
"suavidad"	NA	"syuzhet"	0.6
"suavizar"	NA	"syuzhet"	0.6
"subdivisión"	NA	"syuzhet"	-0.25
"subestimar"	NA	"syuzhet"	-0.5
"subibaja"	NA	"syuzhet"	-0.6
"sublimación"	NA	"syuzhet"	0.1
"sublimar"	NA	"syuzhet"	0.5
"sublime"	NA	"syuzhet"	0.5
"sublimemente"	NA	"syuzhet"	0.8
"submundo"	NA	"syuzhet"	-0.6
"subordinación"	NA	"syuzhet"	-0.4
"subordinado"	NA	"syuzhet"	-0.4
"subordinar"	NA	"syuzhet"	-0.5
"subsidiar"	NA	"syuzhet"	-0.25
"subsidio"	NA	"syuzhet"	0.6
"subsiguiente"	NA	"syuzhet"	0.75
"subsistencia"	NA	"syuzhet"	0.25
"subsistir"	NA	"syuzhet"	0.25
"subvalorar"	NA	"syuzhet"	-0.4
"subvención"	NA	"syuzhet"	-0.25
"subvencionado"	NA	"syuzhet"	-0.25
"subvencionar"	NA	"syuzhet"	-0.25
"subversión"	NA	"syuzhet"	-0.5
"subversivamente"	NA	"syuzhet"	-0.25
"subversivo"	NA	"syuzhet"	-0.75
"subvertir"	NA	"syuzhet"	-0.5
"subyacente"	NA	"syuzhet"	-0.25
"subyugación"	NA	"syuzhet"	-0.75
"subyugar"	NA	"syuzhet"	-0.25
"sucia"	NA	"syuzhet"	-0.8
"suciedad"	NA	"syuzhet"	-0.75
"sucinto"	NA	"syuzhet"	0.8
"sucio"	NA	"syuzhet"	-1
"sucumbir"	NA	"syuzhet"	-0.5
"sudario"	NA	"syuzhet"	-0.4
"sudor"	NA	"syuzhet"	-0.25
"sudoroso"	NA	"syuzhet"	-0.5
"suelto"	NA	"syuzhet"	-0.25
"sueño"	NA	"syuzhet"	0.25
"sueños"	NA	"syuzhet"	0.6
"suero"	NA	"syuzhet"	-0.4
"suerte"	NA	"syuzhet"	0.75
"suertudo"	NA	"syuzhet"	0.5
"suficiencia"	NA	"syuzhet"	1
"suficiente"	NA	"syuzhet"	-0.5
"suficientemente"	NA	"syuzhet"	1
"sufridor"	NA	"syuzhet"	-0.5
"sufrimiento"	NA	"syuzhet"	-1
"sufrir"	NA	"syuzhet"	-0.75
"suicida"	NA	"syuzhet"	-0.75
"suicidio"	NA	"syuzhet"	-0.75
"sujeción"	NA	"syuzhet"	-0.5
"sujetado"	NA	"syuzhet"	-0.4
"sumergir"	NA	"syuzhet"	-0.25
"sumergirse"	NA	"syuzhet"	0.25
"sumidero"	NA	"syuzhet"	-0.6
"sumiso"	NA	"syuzhet"	-0.4
"suntuosamente"	NA	"syuzhet"	0.8
"suntuosidad"	NA	"syuzhet"	0.8
"suntuoso"	NA	"syuzhet"	0.8
"súper"	NA	"syuzhet"	0.75
"superación"	NA	"syuzhet"	0.6
"superado"	NA	"syuzhet"	-0.8
"superar"	NA	"syuzhet"	0.25
"superestrella"	NA	"syuzhet"	0.8
"superficial"	NA	"syuzhet"	-0.6
"superficialidad"	NA	"syuzhet"	-0.25
"superficialmente"	NA	"syuzhet"	-0.25
"superfluo"	NA	"syuzhet"	-0.5
"superhombre"	NA	"syuzhet"	0.8
"superior"	NA	"syuzhet"	0.75
"superioridad"	NA	"syuzhet"	0.5
"superstición"	NA	"syuzhet"	-0.6
"supersticioso"	NA	"syuzhet"	-0.5
"supervivencia"	NA	"syuzhet"	0.6
"superviviente"	NA	"syuzhet"	0.5
"suplantación"	NA	"syuzhet"	-0.4
"súplica"	NA	"syuzhet"	-0.4
"supremacía"	NA	"syuzhet"	0.25
"supremacista"	NA	"syuzhet"	-0.5
"supremamente"	NA	"syuzhet"	0.75
"supremo"	NA	"syuzhet"	0.25
"supresión"	NA	"syuzhet"	-0.6
"suprimido"	NA	"syuzhet"	-1
"suprimir"	NA	"syuzhet"	-1
"supuestamente"	NA	"syuzhet"	-0.25
"surrealismo"	NA	"syuzhet"	0.4
"surrealista"	NA	"syuzhet"	0.4
"susceptible"	NA	"syuzhet"	-0.5
"suscribir"	NA	"syuzhet"	-0.25
"suscripción"	NA	"syuzhet"	0.25
"suspender"	NA	"syuzhet"	-1
"suspensión"	NA	"syuzhet"	-0.5
"suspenso"	NA	"syuzhet"	-1
"suspicaz"	NA	"syuzhet"	-0.75
"suspirar"	NA	"syuzhet"	-0.4
"suspiro"	NA	"syuzhet"	-0.25
"sustancial"	NA	"syuzhet"	0.5
"sustancialmente"	NA	"syuzhet"	0.6
"sustantivo"	NA	"syuzhet"	0.5
"susto"	NA	"syuzhet"	-0.75
"sustracción"	NA	"syuzhet"	-0.5
"sustraer"	NA	"syuzhet"	-0.5
"susurro"	NA	"syuzhet"	-0.4
"sutileza"	NA	"syuzhet"	-0.8
"sutura"	NA	"syuzhet"	-0.6
"tabaco"	NA	"syuzhet"	-0.25
"tabú"	NA	"syuzhet"	-0.5
"tacañería"	NA	"syuzhet"	-0.75
"tacaño"	NA	"syuzhet"	-0.75
"taco"	NA	"syuzhet"	-0.6
"táctica"	NA	"syuzhet"	-0.5
"táctica"	NA	"syuzhet"	-0.25
"tacto"	NA	"syuzhet"	0.4
"tajo"	NA	"syuzhet"	-0.5
"talento"	NA	"syuzhet"	0.5
"talentoso"	NA	"syuzhet"	0.5
"talismán"	NA	"syuzhet"	0.25
"tallo"	NA	"syuzhet"	-0.8
"tambaleado"	NA	"syuzhet"	-0.8
"tambalear"	NA	"syuzhet"	-0.5
"tambaleo"	NA	"syuzhet"	-0.8
"tamborileo"	NA	"syuzhet"	-0.25
"tanatorio"	NA	"syuzhet"	-0.6
"tanteando"	NA	"syuzhet"	-0.4
"tantear"	NA	"syuzhet"	-0.4
"tanteo"	NA	"syuzhet"	-0.4
"tapiz"	NA	"syuzhet"	0.4
"tapizador"	NA	"syuzhet"	0.4
"tapizar"	NA	"syuzhet"	0.4
"tarado"	NA	"syuzhet"	-0.5
"tardanza"	NA	"syuzhet"	-1
"tarde"	NA	"syuzhet"	-0.25
"tardío"	NA	"syuzhet"	-0.5
"tarea"	NA	"syuzhet"	-0.25
"tartamudear"	NA	"syuzhet"	-0.6
"tartamudeo"	NA	"syuzhet"	-0.5
"tartamudez"	NA	"syuzhet"	-0.6
"tasa"	NA	"syuzhet"	-0.25
"tecnología"	NA	"syuzhet"	0.1
"tedio"	NA	"syuzhet"	-1
"tediosamente"	NA	"syuzhet"	-1
"tedioso"	NA	"syuzhet"	-0.5
"tejón"	NA	"syuzhet"	-0.5
"telar"	NA	"syuzhet"	-0.5
"telares"	NA	"syuzhet"	-0.4
"temblar"	NA	"syuzhet"	-0.5
"tembleque"	NA	"syuzhet"	-0.6
"temblor"	NA	"syuzhet"	-0.6
"tembloroso"	NA	"syuzhet"	-1
"temerariamente"	NA	"syuzhet"	-1
"temerario"	NA	"syuzhet"	-0.5
"temeridad"	NA	"syuzhet"	-0.25
"temerosamente"	NA	"syuzhet"	-0.5
"temeroso"	NA	"syuzhet"	-1
"temible"	NA	"syuzhet"	-0.5
"temido"	NA	"syuzhet"	-0.5
"temiendo"	NA	"syuzhet"	-1
"temor"	NA	"syuzhet"	-1
"temores"	NA	"syuzhet"	-1
"temperamental"	NA	"syuzhet"	-0.75
"tempestad"	NA	"syuzhet"	-0.5
"tenacidad"	NA	"syuzhet"	0.5
"tenaz"	NA	"syuzhet"	-0.1
"tenazmente"	NA	"syuzhet"	-0.25
"tendencia"	NA	"syuzhet"	0.4
"tensión"	NA	"syuzhet"	-0.6
"tenso"	NA	"syuzhet"	-0.5
"tentación"	NA	"syuzhet"	-0.5
"tentadero"	NA	"syuzhet"	0.1
"tentador"	NA	"syuzhet"	0.25
"tentadoramente"	NA	"syuzhet"	-0.25
"tentar"	NA	"syuzhet"	-0.25
"tenue"	NA	"syuzhet"	-0.8
"tenuemente"	NA	"syuzhet"	-0.8
"teórico"	NA	"syuzhet"	0.4
"terapeuta"	NA	"syuzhet"	-0.25
"terapéutica"	NA	"syuzhet"	1
"terapéutico"	NA	"syuzhet"	1
"tercamente"	NA	"syuzhet"	-0.5
"terco"	NA	"syuzhet"	-0.8
"tergiversación"	NA	"syuzhet"	-0.75
"tergiversado"	NA	"syuzhet"	-0.8
"tergiversar"	NA	"syuzhet"	-0.5
"terminación"	NA	"syuzhet"	0.8
"terminal"	NA	"syuzhet"	-0.25
"terminalmente"	NA	"syuzhet"	-0.6
"terminar"	NA	"syuzhet"	-0.8
"termita"	NA	"syuzhet"	-0.25
"ternura"	NA	"syuzhet"	0.5
"terremoto"	NA	"syuzhet"	-0.5
"terrible"	NA	"syuzhet"	-1
"terriblemente"	NA	"syuzhet"	-0.5
"terrón"	NA	"syuzhet"	-0.4
"terror"	NA	"syuzhet"	-1
"terrorífico"	NA	"syuzhet"	-1
"terrorismo"	NA	"syuzhet"	-0.75
"terrorista"	NA	"syuzhet"	-1
"tesoro"	NA	"syuzhet"	0.75
"testaferro"	NA	"syuzhet"	-0.25
"testarudez"	NA	"syuzhet"	-0.6
"testarudo"	NA	"syuzhet"	-0.8
"teta"	NA	"syuzhet"	-0.25
"tía"	NA	"syuzhet"	0.25
"tibio"	NA	"syuzhet"	-0.25
"tiburón"	NA	"syuzhet"	-0.4
"tientas"	NA	"syuzhet"	-0.4
"tifón"	NA	"syuzhet"	-0.6
"tímidamente"	NA	"syuzhet"	-0.6
"timidez"	NA	"syuzhet"	-0.4
"tímido"	NA	"syuzhet"	-0.4
"timorato"	NA	"syuzhet"	-0.6
"tipo"	NA	"syuzhet"	0.5
"tiquismiquis"	NA	"syuzhet"	-1
"tiranía"	NA	"syuzhet"	-0.5
"tiránicamente"	NA	"syuzhet"	-1
"tiránico"	NA	"syuzhet"	-0.5
"tirano"	NA	"syuzhet"	-0.5
"tirante"	NA	"syuzhet"	-0.5
"tirarse"	NA	"syuzhet"	-0.25
"tirón"	NA	"syuzhet"	-0.4
"tirones"	NA	"syuzhet"	-1
"titubeantemente"	NA	"syuzhet"	-0.4
"titubear"	NA	"syuzhet"	-0.5
"titubeo"	NA	"syuzhet"	-0.5
"tiznar"	NA	"syuzhet"	-0.5
"tizón"	NA	"syuzhet"	-0.5
"todopoderoso"	NA	"syuzhet"	1
"tolerable"	NA	"syuzhet"	0.5
"tolerancia"	NA	"syuzhet"	0.25
"tolerante"	NA	"syuzhet"	0.5
"tolerar"	NA	"syuzhet"	-0.25
"tontería"	NA	"syuzhet"	-0.5
"tonto"	NA	"syuzhet"	-0.75
"tontuna"	NA	"syuzhet"	-0.25
"topo"	NA	"syuzhet"	-0.4
"torcedura"	NA	"syuzhet"	-0.6
"torcido"	NA	"syuzhet"	-0.5
"tormenta"	NA	"syuzhet"	-0.25
"tormento"	NA	"syuzhet"	-0.75
"tormentoso"	NA	"syuzhet"	-0.5
"torpe"	NA	"syuzhet"	-0.5
"torpedear"	NA	"syuzhet"	-0.6
"torpedo"	NA	"syuzhet"	-0.25
"torpeza"	NA	"syuzhet"	-0.75
"torrente"	NA	"syuzhet"	-0.4
"tórrido"	NA	"syuzhet"	-0.5
"tortazo"	NA	"syuzhet"	-0.5
"tortilla"	NA	"syuzhet"	0.4
"tortuosamente"	NA	"syuzhet"	-1
"tortuoso"	NA	"syuzhet"	-0.5
"tortura"	NA	"syuzhet"	-1
"torturar"	NA	"syuzhet"	-0.75
"torunda"	NA	"syuzhet"	-0.4
"tos"	NA	"syuzhet"	-0.8
"tosco"	NA	"syuzhet"	-1
"toser"	NA	"syuzhet"	-0.8
"totalitario"	NA	"syuzhet"	-0.75
"totalitarismo"	NA	"syuzhet"	-1
"toxicamente"	NA	"syuzhet"	-1
"toxicidad"	NA	"syuzhet"	-0.5
"tóxico"	NA	"syuzhet"	-0.5
"toxina"	NA	"syuzhet"	-1
"trabajado"	NA	"syuzhet"	-0.6
"trabajo"	NA	"syuzhet"	0.25
"trabajos"	NA	"syuzhet"	-0.25
"tradicional"	NA	"syuzhet"	0.6
"tradicionalista"	NA	"syuzhet"	-0.25
"tragedia"	NA	"syuzhet"	-0.75
"trágicamente"	NA	"syuzhet"	-1
"trágico"	NA	"syuzhet"	-0.75
"tragón"	NA	"syuzhet"	-1
"tragona"	NA	"syuzhet"	-1
"traición"	NA	"syuzhet"	-0.75
"traicionado"	NA	"syuzhet"	-1
"traicionar"	NA	"syuzhet"	-0.75
"traicionero"	NA	"syuzhet"	-0.5
"traiciones"	NA	"syuzhet"	-1
"traidor"	NA	"syuzhet"	-1
"trama"	NA	"syuzhet"	-0.8
"tramar"	NA	"syuzhet"	-0.8
"trampa"	NA	"syuzhet"	-0.8
"trampear"	NA	"syuzhet"	-0.5
"tramposo"	NA	"syuzhet"	-0.75
"tramposos"	NA	"syuzhet"	-0.5
"tranquilidad"	NA	"syuzhet"	0.75
"tranquilizador"	NA	"syuzhet"	1
"tranquilizante"	NA	"syuzhet"	0.1
"tranquilizar"	NA	"syuzhet"	0.25
"tranquilo"	NA	"syuzhet"	0.75
"transcurrido"	NA	"syuzhet"	-0.4
"transcurrir"	NA	"syuzhet"	-0.5
"transformado"	NA	"syuzhet"	-0.4
"transformar"	NA	"syuzhet"	-0.4
"transgredir"	NA	"syuzhet"	-0.8
"transgresión"	NA	"syuzhet"	-0.5
"transgresiones"	NA	"syuzhet"	-1
"transgresor"	NA	"syuzhet"	-0.8
"transparente"	NA	"syuzhet"	-0.25
"transpiración"	NA	"syuzhet"	-0.25
"trapacería"	NA	"syuzhet"	-1
"trapacero"	NA	"syuzhet"	-1
"trapaero"	NA	"syuzhet"	-0.25
"tráquea"	NA	"syuzhet"	-0.25
"traquetear"	NA	"syuzhet"	-0.25
"traqueteo"	NA	"syuzhet"	-0.25
"trascendencia"	NA	"syuzhet"	0.6
"trascendental"	NA	"syuzhet"	0.6
"trastabillar"	NA	"syuzhet"	-0.5
"traste"	NA	"syuzhet"	-0.5
"trastornable"	NA	"syuzhet"	-0.75
"trastornador"	NA	"syuzhet"	-1
"trastornar"	NA	"syuzhet"	-1
"trastorno"	NA	"syuzhet"	-0.75
"tratamiento"	NA	"syuzhet"	-0.25
"trauma"	NA	"syuzhet"	-0.75
"traumáticamente"	NA	"syuzhet"	-1
"traumático"	NA	"syuzhet"	-0.75
"traumatizar"	NA	"syuzhet"	-1
"travestí"	NA	"syuzhet"	-1
"travesura"	NA	"syuzhet"	-0.75
"travieso"	NA	"syuzhet"	-0.5
"tregua"	NA	"syuzhet"	0.6
"tremedal"	NA	"syuzhet"	-0.6
"tremendamente"	NA	"syuzhet"	0.5
"trémulo"	NA	"syuzhet"	-0.6
"trepa"	NA	"syuzhet"	-0.25
"trepador"	NA	"syuzhet"	-0.1
"trepanación"	NA	"syuzhet"	-0.25
"tribulación"	NA	"syuzhet"	-0.8
"tributo"	NA	"syuzhet"	0.6
"trillar"	NA	"syuzhet"	-0.4
"trinchera"	NA	"syuzhet"	-0.6
"trío"	NA	"syuzhet"	0.25
"tripas"	NA	"syuzhet"	0.25
"triste"	NA	"syuzhet"	-0.5
"tristemente"	NA	"syuzhet"	-1
"tristeza"	NA	"syuzhet"	-0.5
"triunfal"	NA	"syuzhet"	0.8
"triunfante"	NA	"syuzhet"	0.75
"triunfantemente"	NA	"syuzhet"	1
"triunfar"	NA	"syuzhet"	0.75
"triunfo"	NA	"syuzhet"	0.75
"trivial"	NA	"syuzhet"	-0.25
"trivializar"	NA	"syuzhet"	-0.4
"trivialmente"	NA	"syuzhet"	-0.4
"trofeo"	NA	"syuzhet"	0.25
"trompeteo"	NA	"syuzhet"	0.5
"tronar"	NA	"syuzhet"	-0.25
"trono"	NA	"syuzhet"	0.6
"tropezar"	NA	"syuzhet"	-0.5
"tropezón"	NA	"syuzhet"	-0.5
"tropiezo"	NA	"syuzhet"	-0.6
"trucada"	NA	"syuzhet"	-0.25
"trucado"	NA	"syuzhet"	-0.25
"trucar"	NA	"syuzhet"	-0.5
"truco"	NA	"syuzhet"	-0.5
"trucos"	NA	"syuzhet"	-0.4
"tugurio"	NA	"syuzhet"	-0.5
"tumba"	NA	"syuzhet"	-0.5
"tumbado"	NA	"syuzhet"	-0.5
"tumbo"	NA	"syuzhet"	-0.8
"tumor"	NA	"syuzhet"	-0.8
"tumulto"	NA	"syuzhet"	-1
"tumultuoso"	NA	"syuzhet"	-0.5
"turbio"	NA	"syuzhet"	-0.75
"turbulencia"	NA	"syuzhet"	-0.25
"turbulento"	NA	"syuzhet"	-0.5
"tutela"	NA	"syuzhet"	0.8
"tutelar"	NA	"syuzhet"	0.6
"tutor"	NA	"syuzhet"	0.25
"tutoría"	NA	"syuzhet"	0.1
"uf"	NA	"syuzhet"	-0.25
"úlcera"	NA	"syuzhet"	-0.8
"úlceroso"	NA	"syuzhet"	-0.8
"ultimátum"	NA	"syuzhet"	-0.5
"ultrajar"	NA	"syuzhet"	-1
"ultraje"	NA	"syuzhet"	-1
"ultramoderno"	NA	"syuzhet"	0.4
"umbría"	NA	"syuzhet"	0.1
"umbroso"	NA	"syuzhet"	0.1
"unánime"	NA	"syuzhet"	0.4
"unanimidad"	NA	"syuzhet"	0.4
"ungido"	NA	"syuzhet"	0.6
"ungüento"	NA	"syuzhet"	0.6
"único"	NA	"syuzhet"	0.6
"unidad"	NA	"syuzhet"	0.5
"unido"	NA	"syuzhet"	0.6
"unificación"	NA	"syuzhet"	0.4
"unificar"	NA	"syuzhet"	1
"unilateral"	NA	"syuzhet"	-0.25
"unilateralidad"	NA	"syuzhet"	-0.25
"unilateralmente"	NA	"syuzhet"	-0.25
"unión"	NA	"syuzhet"	1
"unir"	NA	"syuzhet"	0.25
"unísono"	NA	"syuzhet"	0.4
"unitario"	NA	"syuzhet"	0.25
"universal"	NA	"syuzhet"	0.4
"universidad"	NA	"syuzhet"	0.6
"urgencia"	NA	"syuzhet"	-0.5
"urgente"	NA	"syuzhet"	-0.75
"urinario"	NA	"syuzhet"	-0.25
"usable"	NA	"syuzhet"	0.6
"usual"	NA	"syuzhet"	0.4
"usura"	NA	"syuzhet"	-1
"usurero"	NA	"syuzhet"	-1
"usurpador"	NA	"syuzhet"	-0.8
"usurpar"	NA	"syuzhet"	-0.5
"útil"	NA	"syuzhet"	1
"utilidad"	NA	"syuzhet"	1
"utilizable"	NA	"syuzhet"	0.6
"utópico"	NA	"syuzhet"	0.8
"vacación"	NA	"syuzhet"	0.8
"vacilación"	NA	"syuzhet"	-0.25
"vacilado"	NA	"syuzhet"	-0.8
"vacilante"	NA	"syuzhet"	-0.4
"vacilar"	NA	"syuzhet"	-0.8
"vacío"	NA	"syuzhet"	-0.5
"vagabundo"	NA	"syuzhet"	-0.5
"vagamente"	NA	"syuzhet"	-0.4
"vagina"	NA	"syuzhet"	-0.25
"vaginal"	NA	"syuzhet"	-0.25
"vago"	NA	"syuzhet"	-0.75
"vaguedad"	NA	"syuzhet"	-0.5
"vaivén"	NA	"syuzhet"	-0.4
"valentía"	NA	"syuzhet"	0.5
"validar"	NA	"syuzhet"	0.8
"valido"	NA	"syuzhet"	0.8
"valiente"	NA	"syuzhet"	1
"valiente"	NA	"syuzhet"	0.5
"valientemente"	NA	"syuzhet"	1
"valioso"	NA	"syuzhet"	0.5
"valle"	NA	"syuzhet"	0.25
"valor"	NA	"syuzhet"	0.75
"vals"	NA	"syuzhet"	0.6
"vampiro"	NA	"syuzhet"	-0.5
"vanamente"	NA	"syuzhet"	-0.5
"vanguardia"	NA	"syuzhet"	0.25
"vanidad"	NA	"syuzhet"	-0.5
"vano"	NA	"syuzhet"	-1
"vapor"	NA	"syuzhet"	-0.25
"vapores"	NA	"syuzhet"	-0.4
"varado"	NA	"syuzhet"	-1
"varar"	NA	"syuzhet"	-1
"varicoso"	NA	"syuzhet"	-0.8
"variedad"	NA	"syuzhet"	0.25
"variz"	NA	"syuzhet"	-0.8
"varonil"	NA	"syuzhet"	0.1
"vecino"	NA	"syuzhet"	0.4
"vegetariano"	NA	"syuzhet"	0.1
"vegetativo"	NA	"syuzhet"	-0.25
"vehemencia"	NA	"syuzhet"	-0.25
"vehemente"	NA	"syuzhet"	-0.25
"vehementemente"	NA	"syuzhet"	-0.25
"vejación"	NA	"syuzhet"	-0.5
"vejar"	NA	"syuzhet"	-1
"vejestorio"	NA	"syuzhet"	-0.25
"venablo"	NA	"syuzhet"	-0.4
"vencer"	NA	"syuzhet"	-1
"vencido"	NA	"syuzhet"	-1
"vencimiento"	NA	"syuzhet"	-0.8
"vendaje"	NA	"syuzhet"	-0.25
"vendedor"	NA	"syuzhet"	-0.25
"vendetta"	NA	"syuzhet"	-0.8
